ATAC_peak	RT	ATAC_OCT4.ON	ATAC_OCT4.OFF
ATAC21391	ES	1.53041	1.52671
ATAC21392	ES	1.18472	0.999684
ATAC21395	ES	0.708236	0.99939
ATAC21396	ES	4.94548	5.07998
ATAC21397	ES	0.923294	0.739005
ATAC21398	ES	0.712511	0.581401
ATAC21404	ES	1.72766	1.08053
ATAC21405	ES	2.10806	1.66807
ATAC21406	ES	1.04948	0.499788
ATAC21407	ES	1.43769	0.559592
ATAC21408	ES	0.961291	0.787801
ATAC21409	ES	0.956852	0.814778
ATAC21410	ES	0.775728	0.695299
ATAC21434	ES	1.05814	1.16265
ATAC21435	ES	2.71462	2.40912
ATAC21436	ES	1.45868	1.18435
ATAC21437	ES	1.8318	1.67603
ATAC21438	ES	2.0195	1.30395
ATAC21439	ES	0.99489	1.10828
ATAC21440	ES	1.26865	1.43389
ATAC21446	ES	0.754673	0.907307
ATAC21447	ES	1.55577	1.53757
ATAC21448	ES	2.11434	2.46118
ATAC21449	ES	1.79075	2.36866
ATAC21450	ES	1.28985	1.20049
ATAC21451	ES	3.07119	3.75411
ATAC21452	ES	1.04126	0.885465
ATAC21474	ES	1.44608	1.52121
ATAC21475	ES	2.16185	2.65012
ATAC21476	ES	1.48825	1.73331
ATAC21477	ES	2.64908	3.03172
ATAC21478	ES	1.69189	2.16577
ATAC21479	ES	1.98748	2.53953
ATAC21480	ES	1.69063	2.20597
ATAC21481	ES	1.01588	0.85835
ATAC21482	ES	0.960958	1.1734
ATAC21483	ES	0.758851	1.19513
ATAC21484	ES	1.78751	1.82019
ATAC21485	ES	2.20021	1.5968
ATAC21486	ES	2.14167	2.99357
ATAC21487	ES	1.24378	1.26041
ATAC21488	ES	0.678776	0.809475
ATAC21489	ES	1.30251	1.38506
ATAC21490	ES	0.763012	0.820222
ATAC21491	ES	1.51905	1.9158
ATAC21492	ES	0.834767	0.891039
ATAC21493	ES	0.935631	0.939619
ATAC21494	ES	1.31966	1.33658
ATAC21495	ES	1.20582	2.01577
ATAC21496	ES	0.973919	1.42359
ATAC21497	ES	0.908513	1.12474
ATAC21498	ES	0.729401	0.972463
ATAC21499	ES	1.22258	0.967002
ATAC21500	ES	1.52623	1.99943
ATAC21501	ES	1.88455	2.18412
ATAC21502	ES	1.61269	1.92615
ATAC21503	ES	1.14657	1.13533
ATAC21504	ES	2.2388	2.23864
ATAC21505	ES	1.03685	1.2875
ATAC21506	ES	0.716697	0.945253
ATAC21507	ES	1.90567	2.14608
ATAC21508	ES	1.98494	3.07915
ATAC21509	ES	1.69467	1.7006
ATAC21510	ES	1.88885	2.72738
ATAC21511	ES	2.63896	3.71581
ATAC21512	ES	2.42387	3.00408
ATAC21513	ES	0.982334	1.36381
ATAC21514	ES	1.0329	1.12468
ATAC21515	ES	0.843149	1.13018
ATAC21516	ES	1.28532	1.58029
ATAC21517	ES	1.34496	1.47255
ATAC21518	ES	1.6021	1.94504
ATAC21519	ES	1.7792	2.17327
ATAC21520	ES	2.63925	3.05355
ATAC21521	ES	1.22689	1.24431
ATAC21522	ES	3.07613	3.27941
ATAC21523	ES	1.39131	1.73329
ATAC21524	ES	1.93489	2.18387
ATAC21525	ES	0.961084	1.02669
ATAC21526	ES	1.50499	1.41785
ATAC21527	ES	1.79181	2.04831
ATAC21528	ES	1.10435	1.45037
ATAC21529	ES	0.738834	0.585346
ATAC21530	ES	1.34062	1.47762
ATAC21531	ES	1.14253	1.24955
ATAC21532	ES	1.36162	0.570398
ATAC21533	ES	0.969627	0.885563
ATAC21534	ES	1.93522	1.9289
ATAC21535	ES	1.29855	1.49421
ATAC21536	ES	2.37326	2.64563
ATAC21537	ES	2.06593	2.77635
ATAC21538	ES	1.94352	2.2791
ATAC21539	ES	1.70235	1.9384
ATAC21540	ES	2.83261	3.77517
ATAC21541	ES	0.91063	0.760575
ATAC21542	ES	1.52106	1.82984
ATAC21549	ES	2.19116	1.66166
ATAC21550	ES	3.10631	3.10408
ATAC21551	ES	2.26355	1.14894
ATAC21552	ES	1.59913	0.744186
ATAC21553	ES	3.97577	4.49878
ATAC21554	ES	0.898018	0.624796
ATAC21556	ES	1.38702	1.14098
ATAC21557	ES	0.729388	0.608454
ATAC21558	ES	1.37021	1.28761
ATAC21559	ES	2.30159	2.71626
ATAC21560	ES	2.28936	2.23306
ATAC21561	ES	1.25638	0.86941
ATAC21562	ES	1.58783	0.865568
ATAC21563	ES	1.02449	1.22249
ATAC21564	ES	0.906435	0.847427
ATAC21565	ES	2.00662	2.03182
ATAC21566	ES	1.66901	1.8276
ATAC21567	ES	0.779928	0.592197
ATAC21568	ES	1.01607	1.08115
ATAC21569	ES	0.965136	0.624688
ATAC21570	ES	1.8804	1.77126
ATAC21574	ES	1.14665	0.945242
ATAC21575	ES	2.47036	1.7875
ATAC21576	ES	1.01819	1.23333
ATAC21577	ES	3.53678	4.14185
ATAC21578	ES	1.18051	1.70057
ATAC21579	ES	0.914808	1.12451
ATAC21580	ES	0.649276	0.543281
ATAC21587	ES	1.39122	1.62435
ATAC21588	ES	0.771411	0.684569
ATAC21589	ES	0.809415	0.73343
ATAC21590	ES	3.5963	1.40355
ATAC21591	ES	3.27503	1.55907
ATAC21592	ES	1.42468	0.874666
ATAC21593	ES	2.01864	1.81933
ATAC21596	ES	0.935733	0.554143
ATAC21597	ES	0.876937	0.331513
ATAC21598	ES	4.84008	4.7105
ATAC21599	ES	1.32769	1.23289
ATAC21657	ES	1.28142	1.07553
ATAC21658	ES	1.28169	1.44514
ATAC21659	ES	3.43314	2.40132
ATAC21660	ES	2.83528	2.48027
ATAC21661	ES	0.999119	1.0052
ATAC21662	ES	1.41226	1.42873
ATAC21663	ES	1.18049	1.14315
ATAC21664	ES	2.11911	2.02278
ATAC21665	ES	1.50506	1.78752
ATAC21666	ES	1.49231	1.43697
ATAC21667	ES	1.83948	1.18247
ATAC21668	ES	2.42267	2.95893
ATAC21669	ES	2.23451	1.42612
ATAC21670	ES	0.931677	0.657358
ATAC21671	ES	2.70239	2.53183
ATAC21672	ES	0.704053	0.760564
ATAC21673	ES	1.1972	0.831181
ATAC21674	ES	2.03216	2.30916
ATAC21675	ES	1.86345	2.1625
ATAC21676	ES	1.2859	1.46973
ATAC21677	ES	0.77553	0.7007
ATAC21678	ES	3.15189	2.87038
ATAC21681	ES	1.80011	1.95033
ATAC21682	ES	0.881133	0.787725
ATAC21683	ES	2.66453	3.03321
ATAC21684	ES	0.859896	0.78754
ATAC21685	ES	1.02871	1.14635
ATAC21687	ES	1.26055	1.2116
ATAC21688	ES	1.02025	0.803976
ATAC21689	ES	0.687184	0.679059
ATAC21690	ES	1.5599	1.77111
ATAC21722	ES	5.30377	3.75978
ATAC21723	ES	0.86426	0.559641
ATAC21724	ES	2.16696	1.19181
ATAC21725	ES	1.78305	0.516217
ATAC21726	ES	1.39323	0.956088
ATAC21773	ES	5.03383	5.55812
ATAC21774	ES	3.71868	3.47741
ATAC21775	ES	1.45233	1.46685
ATAC21776	ES	2.76918	3.14508
ATAC21784	ES	1.07926	1.32018
ATAC21785	ES	1.11301	1.32565
ATAC21786	ES	1.25008	1.39904
ATAC21787	ES	0.925363	0.900526
ATAC21788	ES	2.73406	3.60197
ATAC21789	ES	0.899016	0.881603
ATAC21790	ES	1.83377	1.39558
ATAC21791	ES	2.02377	1.85178
ATAC21875	ES	4.6532	4.50263
ATAC21876	ES	0.801042	0.847541
ATAC20007	ES	2.24409	1.99014
ATAC20008	ES	1.87614	1.90715
ATAC20009	ES	2.18677	2.12067
ATAC20010	ES	1.98767	1.45873
ATAC20052	ES	1.90992	1.79854
ATAC20053	ES	3.72133	4.1653
ATAC20054	ES	3.9061	4.32238
ATAC20055	ES	0.838925	0.728176
ATAC20056	ES	0.834792	0.65732
ATAC20061	ES	2.43272	2.65131
ATAC20062	ES	1.429	1.54819
ATAC20063	ES	0.764094	1.04717
ATAC20064	ES	0.712485	0.896081
ATAC20065	ES	2.15447	1.83635
ATAC20066	ES	1.88882	1.5673
ATAC20067	ES	0.725177	0.972458
ATAC20068	ES	1.40393	1.35284
ATAC20069	ES	1.35733	1.26569
ATAC20070	ES	1.88456	2.02466
ATAC20071	ES	1.27746	1.54837
ATAC20072	ES	1.99411	2.47377
ATAC20073	ES	1.77078	2.25467
ATAC20074	ES	1.20967	1.434
ATAC20075	ES	1.20559	1.32545
ATAC20076	ES	0.796696	1.01583
ATAC20077	ES	0.860052	0.831268
ATAC20078	ES	1.61896	1.07574
ATAC20079	ES	1.31961	1.33114
ATAC20080	ES	1.04137	1.38525
ATAC20081	ES	1.48823	2.11887
ATAC20082	ES	3.27562	4.07453
ATAC20083	ES	0.822992	1.04958
ATAC20084	ES	1.05372	1.22194
ATAC20085	ES	2.87954	3.7054
ATAC20086	ES	1.13663	1.09745
ATAC20087	ES	1.56418	2.56996
ATAC20088	ES	0.674552	0.956228
ATAC20089	ES	3.05392	2.60197
ATAC20090	ES	2.14177	2.78725
ATAC20091	ES	3.82825	5.37354
ATAC20092	ES	0.725096	0.749746
ATAC20093	ES	1.15099	1.23333
ATAC20094	ES	2.28513	2.43413
ATAC20095	ES	1.89237	2.57989
ATAC20096	ES	1.86508	1.95793
ATAC20097	ES	1.85926	1.90157
ATAC20098	ES	1.02226	0.749755
ATAC20099	ES	0.98545	1.55629
ATAC20100	ES	0.940138	0.815071
ATAC20101	ES	2.08063	2.61077
ATAC20102	ES	1.56418	2.17327
ATAC20103	ES	1.38287	1.94512
ATAC20104	ES	1.50096	2.20055
ATAC20105	ES	2.15015	2.3635
ATAC20106	ES	0.902218	0.912702
ATAC20107	ES	0.796696	0.765981
ATAC20118	ES	1.77826	2.01993
ATAC20119	ES	1.58023	1.83546
ATAC20120	ES	1.41656	1.59733
ATAC20121	ES	1.20155	1.24964
ATAC20122	ES	2.57985	2.56403
ATAC20123	ES	1.90139	1.84185
ATAC20124	ES	1.09597	1.33632
ATAC20125	ES	2.62465	2.89363
ATAC20126	ES	0.834801	0.581352
ATAC20170	ES	1.14677	0.450899
ATAC20171	ES	1.23534	1.24969
ATAC20172	ES	1.66089	1.09198
ATAC20173	ES	2.09119	2.30901
ATAC20205	ES	0.864197	0.543216
ATAC20206	ES	2.68968	2.21661
ATAC20207	ES	3.29625	2.48809
ATAC20208	ES	2.87119	3.2002
ATAC20209	ES	0.725088	0.624856
ATAC20210	ES	1.15523	0.907508
ATAC20211	ES	0.855886	0.592306
ATAC20212	ES	1.20434	0.992495
ATAC20213	ES	1.18473	1.07567
ATAC20214	ES	3.50727	2.99006
ATAC20215	ES	1.06648	1.12997
ATAC20216	ES	1.2457	0.984677
ATAC20223	ES	0.746223	0.369459
ATAC20224	ES	0.82209	0.564933
ATAC20225	ES	2.09079	0.85293
ATAC20262	ES	1.88451	2.02114
ATAC20263	ES	1.03672	0.798315
ATAC20264	ES	1.72018	1.84189
ATAC20265	ES	2.93023	3.11314
ATAC20275	ES	2.8289	2.36352
ATAC20276	ES	5.24053	5.6288
ATAC20277	ES	1.61878	1.59201
ATAC20278	ES	1.00328	0.456484
ATAC20279	ES	0.944418	0.945345
ATAC20286	ES	0.834771	1.26055
ATAC20287	ES	0.952758	0.603118
ATAC20288	ES	0.902171	0.700896
ATAC20289	ES	2.10774	1.72744
ATAC20290	ES	0.712511	0.402086
ATAC20291	ES	1.52999	1.34726
ATAC20292	ES	2.41124	2.96575
ATAC20297	ES	1.63167	1.5105
ATAC20298	ES	1.28593	1.67343
ATAC20299	ES	1.07451	0.961107
ATAC20300	ES	1.39523	0.684585
ATAC20301	ES	2.06473	2.00369
ATAC20302	ES	1.18045	1.2278
ATAC20319	ES	2.84977	2.62946
ATAC20320	ES	0.699765	0.619255
ATAC20321	ES	2.51902	1.45612
ATAC20322	ES	1.73689	1.73301
ATAC20323	ES	2.45377	2.04293
ATAC20324	ES	0.860014	1.64078
ATAC20325	ES	2.30985	1.76533
ATAC20326	ES	1.10884	1.18985
ATAC20336	ES	1.34487	1.37462
ATAC20337	ES	1.12988	1.04311
ATAC20338	ES	2.46644	1.91824
ATAC20339	ES	2.14143	2.63961
ATAC20340	ES	3.77473	5.06005
ATAC20341	ES	2.04455	2.05353
ATAC20342	ES	0.716727	0.918255
ATAC20355	ES	0.969678	1.0214
ATAC20364	ES	1.08354	1.36916
ATAC20365	ES	0.893832	0.967116
ATAC20366	ES	0.931765	1.33111
ATAC20367	ES	1.18896	0.662972
ATAC20368	ES	1.04957	1.46121
ATAC20369	ES	0.784203	0.597679
ATAC20370	ES	1.33652	0.880145
ATAC20371	ES	1.58513	1.88526
ATAC20374	ES	0.973915	1.54859
ATAC20375	ES	1.09123	1.7483
ATAC20376	ES	0.880022	0.884155
ATAC20384	ES	1.60637	2.42879
ATAC20385	ES	1.0621	1.47176
ATAC20386	ES	1.49673	1.55392
ATAC20387	ES	1.18874	1.73839
ATAC20388	ES	0.7631	0.853017
ATAC20389	ES	1.73484	1.92334
ATAC20390	ES	0.887442	1.9831
ATAC20391	ES	0.73887	0.494494
ATAC20392	ES	1.117	1.72734
ATAC20395	ES	0.973573	1.25994
ATAC20396	ES	0.940155	1.27146
ATAC20397	ES	1.86775	2.44502
ATAC20398	ES	1.02818	1.62363
ATAC20401	ES	2.30201	2.1352
ATAC20402	ES	0.971629	1.43135
ATAC20403	ES	0.786229	0.964303
ATAC20407	ES	1.20576	2.04278
ATAC20408	ES	1.32809	1.6408
ATAC20409	ES	1.1383	1.09754
ATAC20410	ES	1.23954	2.04825
ATAC20411	ES	1.10456	0.684601
ATAC20412	ES	0.804938	0.803818
ATAC20421	ES	1.15906	0.744003
ATAC20422	ES	0.788406	0.597663
ATAC20450	ES	1.88039	1.43444
ATAC20451	ES	2.30201	1.5322
ATAC20473	ES	1.18442	1.17878
ATAC20474	ES	0.961139	0.934467
ATAC20475	ES	1.80629	1.51282
ATAC20476	ES	2.45638	2.15538
ATAC20477	ES	1.23529	1.27684
ATAC20478	ES	1.15522	1.28225
ATAC20479	ES	1.94783	2.14615
ATAC20480	ES	1.12092	1.1893
ATAC20512	ES	0.701888	0.493026
ATAC20513	ES	1.21838	1.55385
ATAC20514	ES	2.27139	2.12303
ATAC20515	ES	3.5416	3.34158
ATAC20516	ES	1.07492	0.445509
ATAC20517	ES	1.61899	1.35831
ATAC20518	ES	0.994979	0.586834
ATAC20519	ES	0.830559	0.429264
ATAC20520	ES	1.12495	0.423645
ATAC20532	ES	1.0579	1.23296
ATAC20533	ES	1.34494	1.26597
ATAC20534	ES	1.77071	2.08633
ATAC20558	ES	1.06668	1.07029
ATAC20559	ES	1.11719	0.592203
ATAC20560	ES	2.6688	2.21671
ATAC20561	ES	0.708299	0.342325
ATAC20562	ES	0.885337	0.559613
ATAC20563	ES	0.931719	0.776989
ATAC20573	ES	1.55103	1.67281
ATAC20574	ES	1.19313	1.46696
ATAC20575	ES	0.847424	0.760608
ATAC20576	ES	0.691447	0.7118
ATAC20577	ES	0.805271	1.02691
ATAC20578	ES	1.09184	1.52664
ATAC20579	ES	0.868527	0.929159
ATAC20580	ES	1.12149	1.28221
ATAC20581	ES	1.02874	1.13016
ATAC20582	ES	1.8297	1.98311
ATAC20583	ES	0.813371	0.380228
ATAC20584	ES	1.31117	1.51034
ATAC20585	ES	0.973531	1.1731
ATAC20586	ES	1.20158	1.76051
ATAC20587	ES	1.16361	1.43444
ATAC20596	ES	0.855852	0.766079
ATAC20597	ES	1.11695	0.880026
ATAC20598	ES	1.07089	0.608503
ATAC20599	ES	0.771508	0.684618
ATAC20600	ES	1.53468	1.35291
ATAC20601	ES	0.73923	0.664726
ATAC20602	ES	1.34058	1.29842
ATAC20603	ES	2.73625	2.2602
ATAC20604	ES	2.41988	1.51038
ATAC20605	ES	0.965326	1.11368
ATAC20606	ES	2.22584	1.42868
ATAC20607	ES	1.09598	1.52097
ATAC20621	ES	1.82546	2.08092
ATAC20622	ES	2.88336	2.94695
ATAC20623	ES	1.49665	1.83632
ATAC20624	ES	0.75466	0.662868
ATAC20625	ES	1.18045	0.831257
ATAC20626	ES	2.4199	2.81423
ATAC20635	ES	0.825897	0.760303
ATAC20636	ES	1.15507	0.396631
ATAC20637	ES	1.25635	1.77124
ATAC20638	ES	1.7918	1.30389
ATAC20639	ES	0.716545	0.820151
ATAC20653	ES	0.831533	0.966982
ATAC20654	ES	0.758872	0.836755
ATAC20655	ES	2.19633	2.55316
ATAC20656	ES	1.07601	1.13681
ATAC20681	ES	1.20142	1.16265
ATAC20682	ES	1.50094	1.53209
ATAC20683	ES	1.34057	1.32022
ATAC20684	ES	1.40397	1.28774
ATAC20685	ES	0.919108	0.77148
ATAC20686	ES	1.15074	1.05376
ATAC20687	ES	1.92253	2.66775
ATAC20688	ES	0.762987	0.429236
ATAC20689	ES	0.973923	1.44525
ATAC20690	ES	1.03253	1.51508
ATAC20700	ES	0.712532	0.836706
ATAC20701	ES	0.767258	0.95429
ATAC20702	ES	1.52188	1.84717
ATAC20703	ES	0.691413	0.907339
ATAC20704	ES	0.716727	1.06484
ATAC20705	ES	1.13409	1.24959
ATAC20706	ES	1.48259	1.54301
ATAC20707	ES	1.35753	1.59725
ATAC20708	ES	1.26029	1.6078
ATAC20715	ES	2.31461	3.33058
ATAC20716	ES	1.23521	1.35271
ATAC20717	ES	1.06248	0.749887
ATAC20718	ES	1.1046	1.17367
ATAC20719	ES	1.71572	2.29241
ATAC20720	ES	1.096	1.05368
ATAC20721	ES	1.15235	1.55394
ATAC20722	ES	0.973868	0.9345
ATAC20723	ES	0.750482	1.09751
ATAC20724	ES	1.44591	1.91224
ATAC20726	ES	1.87579	2.1946
ATAC20727	ES	1.09606	1.78184
ATAC20728	ES	0.674544	0.603172
ATAC20744	ES	0.964984	0.939472
ATAC20776	ES	1.29009	1.72771
ATAC20777	ES	1.60206	0.603031
ATAC20778	ES	1.01606	0.597625
ATAC20779	ES	1.72861	1.16088
ATAC20780	ES	0.70407	0.526927
ATAC20781	ES	0.965203	0.728116
ATAC20782	ES	2.10724	1.77049
ATAC20783	ES	1.18886	0.608432
ATAC20784	ES	2.78261	2.80371
ATAC20785	ES	1.03674	1.21105
ATAC20786	ES	1.24792	1.46698
ATAC20787	ES	0.775737	0.516201
ATAC20788	ES	0.902192	0.380293
ATAC20789	ES	1.26906	1.42892
ATAC20790	ES	1.8087	2.30363
ATAC20804	ES	1.61683	0.57857
ATAC20819	ES	1.01608	1.22247
ATAC20820	ES	2.43225	2.00999
ATAC20821	ES	2.02158	2.09438
ATAC20822	ES	1.24572	1.62425
ATAC20823	ES	2.70611	2.13474
ATAC20824	ES	0.792606	0.635685
ATAC20825	ES	0.804976	0.385596
ATAC20826	ES	0.838883	1.05366
ATAC20827	ES	2.28091	2.12988
ATAC20828	ES	0.775655	0.556866
ATAC20829	ES	1.85353	1.43247
ATAC20830	ES	1.31878	0.744009
ATAC20835	ES	0.929592	1.12865
ATAC20836	ES	0.961257	0.901988
ATAC20837	ES	2.54222	2.97722
ATAC20838	ES	1.66117	1.00517
ATAC20839	ES	1.72426	1.33106
ATAC20840	ES	1.20582	1.05949
ATAC20841	ES	0.7673	1.05408
ATAC20842	ES	2.05937	1.31747
ATAC20843	ES	1.13363	0.863574
ATAC20844	ES	2.33565	1.59203
ATAC20845	ES	1.01604	1.10825
ATAC20846	ES	1.79165	1.82539
ATAC20847	ES	1.35613	1.05219
ATAC20867	ES	2.87966	2.82533
ATAC20868	ES	1.78639	0.743944
ATAC20869	ES	2.36102	2.04828
ATAC20870	ES	1.43269	0.767681
ATAC20871	ES	1.04562	0.594014
ATAC20872	ES	2.88629	2.56297
ATAC20875	ES	0.830505	0.706329
ATAC20883	ES	0.864273	0.581428
ATAC20884	ES	0.881057	0.716854
ATAC20885	ES	2.14879	1.22182
ATAC20886	ES	0.80509	0.527035
ATAC20887	ES	0.729325	0.679146
ATAC20888	ES	0.868371	0.918081
ATAC20889	ES	3.83228	3.61849
ATAC20890	ES	0.684051	0.533763
ATAC20891	ES	1.93942	1.93513
ATAC20892	ES	1.33225	0.733449
ATAC19909	ES	4.73886	5.43326
ATAC19910	ES	1.85459	1.50173
ATAC19911	ES	1.04917	0.66258
ATAC20947	ES	1.72014	0.891126
ATAC20948	ES	1.62269	1.41755
ATAC20949	ES	2.87107	2.57531
ATAC20950	ES	3.28281	2.8379
ATAC20951	ES	1.78112	0.692824
ATAC19912	ES	4.1797	3.48223
ATAC20952	ES	2.59197	1.31049
ATAC20953	ES	0.737744	0.608519
ATAC20954	ES	1.60632	1.79287
ATAC20955	ES	1.21845	1.33119
ATAC20956	ES	1.38288	1.43437
ATAC20957	ES	0.809474	0.505302
ATAC20958	ES	4.3802	4.31227
ATAC20959	ES	0.927558	0.733631
ATAC20960	ES	2.73126	1.96639
ATAC20961	ES	2.06168	2.11892
ATAC20962	ES	2.66448	2.04282
ATAC20963	ES	0.855856	0.690056
ATAC19913	ES	1.39076	1.05379
ATAC20964	ES	1.54303	0.760657
ATAC21089	ES	2.00684	1.68439
ATAC21090	ES	1.50511	1.05395
ATAC21091	ES	1.79586	0.635672
ATAC21092	ES	0.675129	0.485855
ATAC21093	ES	2.55674	1.23337
ATAC21128	ES	4.27749	4.49272
ATAC21129	ES	0.834624	0.668231
ATAC21130	ES	5.26085	4.53611
ATAC21131	ES	4.53833	4.09917
ATAC21132	ES	3.27368	2.72194
ATAC19940	ES	2.73193	2.66224
ATAC19941	ES	4.97251	3.01552
ATAC19942	ES	1.97609	0.820031
ATAC19943	ES	1.1235	0.717212
ATAC21234	ES	4.5703	3.17838
ATAC21235	ES	1.30131	0.867548
ATAC21236	ES	2.17537	1.76035
ATAC21249	ES	0.813717	0.673713
ATAC21250	ES	3.26287	3.46603
ATAC21256	ES	0.729346	0.766024
ATAC21257	ES	1.33208	1.31458
ATAC21258	ES	1.3449	1.57558
ATAC21259	ES	2.28091	2.49928
ATAC21260	ES	1.82971	1.26766
ATAC21261	ES	0.805262	1.12471
ATAC21262	ES	1.90113	1.68951
ATAC21268	ES	2.05744	1.94503
ATAC21269	ES	1.4461	1.30941
ATAC21270	ES	0.775408	0.646454
ATAC21278	ES	1.30271	0.912712
ATAC21279	ES	1.61473	1.1737
ATAC21280	ES	4.50709	3.21576
ATAC21281	ES	0.860023	0.48351
ATAC21282	ES	0.78836	0.641107
ATAC21283	ES	0.868438	0.738896
ATAC21312	ES	2.57156	2.63489
ATAC21313	ES	1.26046	1.20604
ATAC21314	ES	0.754639	0.630344
ATAC21315	ES	1.04761	0.619315
ATAC21316	ES	1.10351	1.48571
ATAC21317	ES	2.17061	1.01144
ATAC21318	ES	3.60027	2.51517
ATAC21319	ES	0.767232	0.56502
ATAC21320	ES	0.927486	0.84753
ATAC21321	ES	2.0596	1.79841
ATAC21322	ES	1.82555	1.63001
ATAC21323	ES	0.889494	0.809535
ATAC23508	MS	0.7336	0.690034
ATAC23509	MS	2.75656	2.53927
ATAC23510	MS	0.93174	0.543308
ATAC23733	MS	2.20078	2.47205
ATAC23734	MS	0.746176	0.939798
ATAC23735	MS	0.767215	0.679075
ATAC23736	MS	2.37115	1.92572
ATAC23737	MS	2.65827	1.87176
ATAC23738	MS	1.23101	0.565085
ATAC23914	MS	0.729317	0.510763
ATAC23915	MS	0.876685	0.592083
ATAC23916	MS	1.63584	1.65167
ATAC23917	MS	2.07434	1.09203
ATAC23918	MS	0.809495	0.67914
ATAC23919	MS	1.04953	0.744194
ATAC23920	MS	1.45856	1.09737
ATAC22048	MS	0.872717	0.853023
ATAC22049	MS	3.63621	2.41204
ATAC22050	MS	1.8087	1.40715
ATAC22083	MS	1.23097	1.20596
ATAC22084	MS	1.04086	0.776571
ATAC22085	MS	1.33231	0.912789
ATAC22086	MS	1.48822	1.30934
ATAC22154	MS	3.05037	2.56572
ATAC22174	MS	1.29856	0.945405
ATAC22175	MS	1.06242	0.402162
ATAC22176	MS	2.00673	1.40988
ATAC22206	MS	2.60105	1.34187
ATAC22207	MS	1.054	0.78785
ATAC22248	MS	1.53042	1.20622
ATAC22249	MS	3.00806	2.22068
ATAC22250	MS	0.708303	0.39116
ATAC22294	MS	0.906426	0.532485
ATAC22295	MS	1.15873	0.602857
ATAC22296	MS	1.10868	1.26595
ATAC22297	MS	1.46298	1.33665
ATAC22298	MS	1.33232	1.6518
ATAC22397	MS	0.94424	1.13538
ATAC22398	MS	1.73619	1.6725
ATAC22399	MS	2.24839	2.46657
ATAC22400	MS	2.06502	1.49319
ATAC22401	MS	1.80025	0.825764
ATAC21918	MS	1.75813	1.57024
ATAC21919	MS	1.37022	1.91794
ATAC22615	MS	0.648867	0.673354
ATAC22616	MS	1.00331	0.412817
ATAC22617	MS	0.982288	0.668285
ATAC23099	MS	1.97284	1.86345
ATAC23100	MS	0.758914	0.793246
ATAC23101	MS	2.9126	2.4661
ATAC23192	MS	2.12069	2.03759
ATAC23193	MS	0.990796	1.07578
ATAC23194	MS	0.927537	0.728008
ATAC23258	MS	4.3278	2.62692
ATAC23259	MS	5.64166	6.4119
ATAC23260	MS	3.36631	1.83638
ATAC23261	MS	1.05822	0.831284
ATAC23262	MS	2.55767	1.54478
ATAC23263	MS	1.02848	0.65732
ATAC23264	MS	7.12461	3.89003
ATAC23265	MS	1.5514	0.972474
ATAC23266	MS	4.74503	2.80842
ATAC23305	MS	1.21821	0.787714
ATAC23306	MS	7.44946	5.71919
ATAC23307	MS	0.838942	0.640999
ATAC23308	MS	1.25218	0.780563
ATAC23309	MS	1.22049	0.453594
ATAC23310	MS	2.54099	1.17861
ATAC23311	MS	3.87253	1.41801
ATAC23312	MS	1.05398	0.988637
ATAC23313	MS	5.6581	3.69471
ATAC23314	MS	2.08973	1.51066
ATAC1149	MS	4.30041	2.2058
ATAC1193	MS	1.3627	0.890911
ATAC90	MS	1.27745	1.24965
ATAC1194	MS	0.813725	1.27168
ATAC1195	MS	1.12143	0.749806
ATAC1196	MS	1.27741	0.934476
ATAC1197	MS	1.05403	0.901912
ATAC91	MS	1.07927	0.385721
ATAC1340	MS	0.758889	0.706329
ATAC1341	MS	1.99416	1.00236
ATAC1342	MS	1.39525	0.554121
ATAC1386	MS	0.708231	0.548703
ATAC1387	MS	0.725185	0.331474
ATAC1388	MS	1.71173	0.983417
ATAC1389	MS	2.3146	1.39083
ATAC1390	MS	2.10364	0.722515
ATAC1391	MS	4.78895	5.61776
ATAC1392	MS	1.11271	0.499717
ATAC1393	MS	1.3112	0.581303
ATAC1394	MS	1.23948	1.28739
ATAC1395	MS	2.43263	0.782357
ATAC1396	MS	0.754643	0.570371
ATAC1397	MS	2.52534	0.798597
ATAC1398	MS	0.805191	0.494419
ATAC24290	MS	1.76655	2.03749
ATAC24291	MS	1.00766	0.641102
ATAC24292	MS	2.1999	1.17322
ATAC24293	MS	1.27327	0.912647
ATAC24294	MS	1.51324	1.35249
ATAC24295	MS	0.838976	0.657424
ATAC1713	MS	6.06686	4.94953
ATAC1714	MS	0.914829	0.592192
ATAC1715	MS	5.14016	1.27939
ATAC142	MS	1.01182	0.776973
ATAC143	MS	1.80808	1.61284
ATAC24413	MS	1.29412	0.684509
ATAC24414	MS	2.26825	2.17331
ATAC24415	MS	1.67039	1.11779
ATAC149	MS	2.27521	1.52485
ATAC150	MS	2.69147	2.27319
ATAC1930	MS	1.07917	0.684471
ATAC1931	MS	0.725181	0.760662
ATAC1932	MS	1.33649	1.73862
ATAC1935	MS	0.93174	0.896516
ATAC1936	MS	0.881146	0.798673
ATAC1937	MS	1.30277	0.961613
ATAC1940	MS	1.02029	0.858521
ATAC1941	MS	0.935665	0.874348
ATAC1942	MS	0.813636	0.83142
ATAC1943	MS	2.04903	1.6722
ATAC1944	MS	0.851611	0.505324
ATAC1945	MS	3.23648	2.97004
ATAC1946	MS	0.927465	0.994049
