ATAC_peak	RT	ATAC_OCT4.ON	ATAC_OCT4.OFF
ATAC30818	ES	0.796674	0.53775
ATAC30819	ES	9.05751	7.77304
ATAC30820	ES	6.72143	5.55492
ATAC31370	ES	1.62307	1.69498
ATAC31371	ES	1.75806	0.825905
ATAC31372	ES	2.12072	1.80384
ATAC31373	ES	2.67297	1.83648
ATAC31374	ES	1.09605	0.929018
ATAC31380	ES	1.12524	0.651762
ATAC31381	ES	1.47566	1.52954
ATAC31382	ES	3.44882	1.0052
ATAC31383	ES	2.11648	1.08124
ATAC31384	ES	1.9388	1.28716
ATAC31385	ES	3.36007	2.73378
ATAC31386	ES	4.47785	4.15033
ATAC31387	ES	1.31122	0.994381
ATAC29763	ES	4.15825	3.61518
ATAC29764	ES	0.889418	0.646395
ATAC29766	ES	1.30274	1.5268
ATAC29767	ES	2.50821	0.874685
ATAC29768	ES	0.758813	0.640993
ATAC29769	ES	1.27745	1.29848
ATAC29770	ES	1.02026	0.851535
ATAC29775	ES	1.55155	1.48346
ATAC29776	ES	1.86348	0.632865
ATAC29785	ES	1.39493	1.87363
ATAC29786	ES	1.81274	1.80929
ATAC29787	ES	1.91414	1.87458
ATAC29788	ES	1.84219	1.64594
ATAC29789	ES	1.03715	1.32575
ATAC29790	ES	1.0498	1.23881
ATAC29791	ES	1.40351	1.92812
ATAC29797	ES	1.31092	0.825628
ATAC29798	ES	1.50208	1.2929
ATAC29799	ES	1.61601	0.590446
ATAC29800	ES	5.2913	6.96541
ATAC29801	ES	1.23512	1.34439
ATAC29835	ES	1.37654	0.760578
ATAC29836	ES	1.65691	1.61933
ATAC29837	ES	1.11445	1.37106
ATAC29850	ES	1.71174	2.11352
ATAC29851	ES	0.838845	1.01045
ATAC29852	ES	1.04528	0.711599
ATAC29853	ES	1.99558	1.92145
ATAC29854	ES	1.65236	1.26027
ATAC29855	ES	3.01861	1.71941
ATAC29858	ES	0.88954	0.396647
ATAC29859	ES	1.04099	1.06463
ATAC29860	ES	2.0901	1.07527
ATAC29863	ES	1.6905	2.02648
ATAC29864	ES	1.67652	0.490761
ATAC29880	ES	2.18817	1.41814
ATAC29881	ES	1.87172	2.66186
ATAC29882	ES	0.767283	0.510893
ATAC29883	ES	0.74196	0.776848
ATAC29884	ES	1.20508	1.5584
ATAC29885	ES	0.813523	1.00511
ATAC29886	ES	0.902192	0.804101
ATAC29887	ES	1.11304	1.50503
ATAC29893	ES	1.23528	1.55933
ATAC29894	ES	1.29012	1.91238
ATAC29911	ES	2.0869	2.86337
ATAC29912	ES	1.05381	0.706177
ATAC29913	ES	1.74251	1.91399
ATAC29915	ES	0.870563	1.24689
ATAC29934	ES	1.26904	1.18988
ATAC29935	ES	0.91057	0.706231
ATAC29936	ES	2.73629	3.37406
ATAC29937	ES	0.796464	0.44539
ATAC29938	ES	3.90408	2.23674
ATAC29939	ES	2.66316	2.33095
ATAC29940	ES	0.801069	0.707422
ATAC29941	ES	1.92676	2.47753
ATAC29942	ES	0.969336	1.3035
ATAC29943	ES	0.851607	0.977896
ATAC29944	ES	0.902243	0.961645
ATAC29945	ES	1.46086	1.84905
ATAC29946	ES	3.62081	1.91215
ATAC29947	ES	2.7004	3.33872
ATAC29948	ES	1.57264	0.315136
ATAC29992	ES	4.79457	3.48948
ATAC29993	ES	3.9503	1.96588
ATAC29994	ES	3.40029	1.81501
ATAC29995	ES	0.758817	0.575925
ATAC30016	ES	4.86116	3.21644
ATAC30017	ES	1.33018	1.08117
ATAC30018	ES	1.31544	0.977999
ATAC30019	ES	1.25409	0.937171
ATAC30048	ES	1.82553	1.65721
ATAC30049	ES	1.01605	0.961645
ATAC30050	ES	2.19596	2.07488
ATAC30051	ES	0.944396	0.527052
ATAC30052	ES	1.46284	1.46148
ATAC30054	ES	0.88957	0.684563
ATAC30055	ES	2.13754	1.01198
ATAC30056	ES	1.70748	1.60824
ATAC30110	ES	0.830568	0.728116
ATAC30111	ES	3.50301	3.11283
ATAC30112	ES	1.13393	1.13527
ATAC30113	ES	1.34489	0.896456
ATAC30114	ES	1.47562	1.35828
ATAC30115	ES	1.10043	1.152
ATAC30116	ES	1.44593	1.02409
ATAC30117	ES	1.18023	0.983242
ATAC30118	ES	2.70629	2.02092
ATAC30119	ES	4.25489	3.78578
ATAC30120	ES	0.981921	0.700532
ATAC30121	ES	1.87587	1.13724
ATAC30122	ES	4.70376	4.8519
ATAC30123	ES	1.55574	1.54848
ATAC30124	ES	1.18878	0.964315
ATAC30125	ES	0.678776	0.559565
ATAC30126	ES	1.94777	2.08086
ATAC30139	ES	1.3133	1.07565
ATAC30140	ES	1.01181	0.967073
ATAC30141	ES	1.5976	1.0321
ATAC30147	ES	1.89096	1.41795
ATAC30148	ES	2.5389	1.62713
ATAC30149	ES	1.24791	1.02683
ATAC30150	ES	1.32802	1.27132
ATAC30151	ES	0.881049	0.684471
ATAC30152	ES	1.10422	0.825471
ATAC30153	ES	1.50093	1.75498
ATAC30154	ES	2.33409	2.43245
ATAC30155	ES	1.75388	1.92885
ATAC30156	ES	1.66393	1.96672
ATAC30157	ES	0.990673	0.89098
ATAC30158	ES	1.8551	1.74975
ATAC30159	ES	0.674556	0.668318
ATAC30160	ES	0.965414	1.10838
ATAC30161	ES	0.767241	0.994234
ATAC30162	ES	1.53465	1.53761
ATAC30163	ES	1.44601	1.57553
ATAC30170	ES	0.884999	1.1241
ATAC30171	ES	2.90361	4.12754
ATAC30172	ES	0.687214	0.749692
ATAC30173	ES	1.14673	1.91242
ATAC30174	ES	0.923345	0.863841
ATAC30175	ES	2.87121	2.84169
ATAC30176	ES	0.711706	0.682415
ATAC30177	ES	1.98123	1.2168
ATAC30178	ES	3.10987	0.947187
ATAC30179	ES	2.39004	2.24359
ATAC30180	ES	1.0034	1.31462
ATAC30181	ES	1.03712	1.33095
ATAC30182	ES	0.762776	0.581091
ATAC30192	ES	0.879736	1.10667
ATAC30193	ES	2.20928	3.38495
ATAC30194	ES	1.93509	2.60206
ATAC30195	ES	1.56418	2.2983
ATAC30196	ES	0.919112	0.950805
ATAC30197	ES	1.0245	1.43981
ATAC30198	ES	0.999199	1.02141
ATAC30199	ES	2.07433	2.0646
ATAC30200	ES	1.6105	1.67346
ATAC30201	ES	1.12987	0.385835
ATAC30202	ES	0.836876	0.595017
ATAC30203	ES	1.61047	1.5429
ATAC30204	ES	1.1973	1.29838
ATAC30205	ES	1.18895	1.3313
ATAC30206	ES	0.84718	0.700657
ATAC30207	ES	0.695671	0.597614
ATAC30218	ES	1.81715	1.85273
ATAC30219	ES	1.08345	1.03226
ATAC30227	ES	1.26694	1.28763
ATAC30228	ES	1.16764	1.61879
ATAC30229	ES	0.825981	0.532425
ATAC30230	ES	1.28589	1.18996
ATAC30238	ES	1.47142	1.6354
ATAC30239	ES	1.58103	1.08392
ATAC30240	ES	1.04933	0.852784
ATAC30241	ES	2.46644	2.99921
ATAC30242	ES	1.59794	1.38931
ATAC30275	ES	1.72439	0.776929
ATAC30276	ES	0.885257	0.608432
ATAC30280	ES	0.914841	0.559516
ATAC30281	ES	0.926117	0.392983
ATAC30282	ES	0.931757	0.635712
ATAC30283	ES	0.982022	0.581271
ATAC30284	ES	0.830564	0.679216
ATAC30285	ES	0.687231	0.456446
ATAC30291	ES	1.37024	1.26054
ATAC30320	ES	0.914879	0.668253
ATAC30321	ES	1.38184	0.630305
ATAC30322	ES	2.69787	1.70024
ATAC30323	ES	0.923316	0.54333
ATAC30350	ES	0.813725	0.445526
ATAC30351	ES	1.10886	1.29308
ATAC30352	ES	1.80031	2.10812
ATAC30353	ES	1.1966	0.592007
ATAC30354	ES	1.0245	0.483629
ATAC30355	ES	0.931757	0.907377
ATAC30356	ES	1.79154	1.50462
ATAC30360	ES	0.864315	0.369459
ATAC30361	ES	1.32371	0.94528
ATAC30362	ES	2.47063	2.2494
ATAC30363	ES	1.69478	0.787687
ATAC17	ES	1.07923	0.945247
ATAC29634	ES	2.11228	1.87984
ATAC29635	ES	2.43895	1.90973
ATAC29636	ES	2.44537	2.41239
ATAC29637	ES	0.695663	0.874685
ATAC29638	ES	1.1847	1.29849
ATAC18	ES	1.86178	1.80351
ATAC29639	ES	2.40109	2.45589
ATAC19	ES	2.39437	1.96288
ATAC20	ES	2.28413	2.29724
ATAC21	ES	0.838546	0.543238
ATAC22	ES	7.20828	7.6376
ATAC30499	ES	1.44607	0.891034
ATAC30500	ES	0.881011	0.689909
ATAC30501	ES	0.689335	0.608523
ATAC30502	ES	1.29847	0.952592
ATAC30503	ES	2.79644	2.04258
ATAC30504	ES	6.3401	6.42097
ATAC30505	ES	1.87055	1.16458
ATAC30506	ES	6.91335	1.93603
ATAC30507	ES	6.37908	2.31187
ATAC30508	ES	2.73158	2.04797
ATAC30509	ES	3.22641	0.898193
ATAC30510	ES	1.87607	1.72752
ATAC30511	ES	1.31542	0.863917
ATAC30512	ES	1.50093	0.896467
ATAC32921	ES	1.77847	1.73785
ATAC32922	ES	0.817907	0.847459
ATAC32926	ES	0.859681	0.798412
ATAC32927	ES	1.51774	1.9586
ATAC32928	ES	0.742007	0.608535
ATAC32929	ES	1.02447	0.613968
ATAC32930	ES	1.3112	1.1409
ATAC32931	ES	1.00749	0.586758
ATAC32932	ES	0.763084	0.929013
ATAC32933	ES	1.79996	1.96112
ATAC32934	ES	0.817896	0.893835
ATAC32935	ES	1.37129	1.1946
ATAC32936	ES	1.2563	1.61906
ATAC32956	ES	0.658713	0.638407
ATAC32957	ES	1.26186	1.54643
ATAC32958	ES	2.02377	1.81475
ATAC32959	ES	1.33214	1.67834
ATAC32960	ES	1.73492	1.36908
ATAC32961	ES	0.725155	0.613985
ATAC32962	ES	1.58491	1.84152
ATAC32963	ES	1.44979	1.71146
ATAC32964	ES	1.64007	2.40147
ATAC32965	ES	1.37007	1.32558
ATAC32966	ES	1.93714	2.0128
ATAC32967	ES	1.62739	1.53763
ATAC32968	ES	1.75347	2.07503
ATAC32969	ES	0.699832	0.776891
ATAC32970	ES	0.961246	0.699052
ATAC32980	ES	0.914909	0.874728
ATAC32981	ES	2.2177	2.86334
ATAC32982	ES	0.687197	0.624764
ATAC32983	ES	1.40941	1.60453
ATAC32984	ES	1.03291	1.34188
ATAC32985	ES	2.16709	2.67309
ATAC32986	ES	0.809486	0.938107
ATAC32987	ES	1.01184	1.15723
ATAC32988	ES	1.7792	2.28198
ATAC32989	ES	1.3407	1.00505
ATAC32990	ES	2.31969	2.37966
ATAC32991	ES	1.0667	1.13014
ATAC32992	ES	1.79184	2.1461
ATAC32993	ES	1.13829	1.32571
ATAC32994	ES	0.796797	0.744253
ATAC32995	ES	0.771285	0.820075
ATAC32996	ES	1.32941	1.36194
ATAC32997	ES	1.11305	1.28761
ATAC32998	ES	5.22918	6.3628
ATAC32999	ES	0.88513	0.99387
ATAC33000	ES	1.74967	1.75479
ATAC33001	ES	1.7445	2.35645
ATAC33002	ES	2.11857	2.1461
ATAC33003	ES	4.80614	5.55267
ATAC33004	ES	0.682787	0.706117
ATAC33005	ES	2.90074	3.37947
ATAC33006	ES	2.7907	2.78676
ATAC33007	ES	1.4461	1.35285
ATAC33008	ES	1.94769	2.146
ATAC33017	ES	1.58314	1.58648
ATAC33018	ES	1.11722	1.24422
ATAC33019	ES	1.84318	1.81355
ATAC33020	ES	1.00766	1.45607
ATAC33021	ES	1.4602	1.99219
ATAC33022	ES	0.851636	0.711735
ATAC33023	ES	0.813649	1.11906
ATAC33024	ES	0.986516	1.74412
ATAC33028	ES	0.982267	0.78766
ATAC33029	ES	1.64785	1.48819
ATAC33030	ES	2.29983	2.45844
ATAC33031	ES	1.92367	2.29971
ATAC33032	ES	1.79148	1.71663
ATAC33033	ES	2.01946	2.30374
ATAC33034	ES	4.78532	5.68332
ATAC33035	ES	1.98432	1.55735
ATAC33036	ES	2.82902	2.72213
ATAC33037	ES	2.46791	2.92218
ATAC33038	ES	1.95192	1.97401
ATAC33039	ES	2.47007	2.70804
ATAC33040	ES	0.695658	0.543308
ATAC33041	ES	0.880851	0.874478
ATAC33042	ES	1.54302	1.48878
ATAC33043	ES	2.64764	2.41781
ATAC31521	ES	1.30211	1.00482
ATAC31522	ES	1.77486	1.84157
ATAC31523	ES	1.08136	1.07302
ATAC31524	ES	0.864273	0.548779
ATAC31525	ES	1.743	1.51
ATAC31526	ES	1.10645	0.953272
ATAC31527	ES	2.58866	1.80646
ATAC31528	ES	3.09444	2.47362
ATAC31529	ES	3.76472	2.33065
ATAC31530	ES	0.695545	0.603004
ATAC31547	ES	2.08273	1.74407
ATAC31548	ES	0.750453	0.608497
ATAC31549	ES	0.691438	0.391117
ATAC31550	ES	2.77417	1.98316
ATAC31553	ES	0.842745	0.30972
ATAC31554	ES	1.40354	1.58622
ATAC31555	ES	5.09139	3.98634
ATAC31556	ES	0.788372	0.755251
ATAC31557	ES	1.03717	1.47773
ATAC31656	ES	1.18456	1.07569
ATAC31657	ES	2.12912	1.80914
ATAC31658	ES	0.855882	0.771404
ATAC31659	ES	1.07497	0.877394
ATAC31660	ES	1.72277	1.06529
ATAC31661	ES	0.830585	0.440081
ATAC31662	ES	3.29658	2.11643
ATAC31663	ES	3.82633	2.39366
ATAC31664	ES	2.25135	1.45059
ATAC31665	ES	2.26741	1.56961
ATAC31767	ES	0.691438	0.456392
ATAC31768	ES	0.918842	0.706209
ATAC31769	ES	0.750056	0.602748
ATAC31770	ES	0.719858	0.775432
ATAC31771	ES	2.39054	2.84168
ATAC31807	ES	0.887497	0.831322
ATAC31808	ES	1.34025	1.41217
ATAC31809	ES	0.96972	0.880172
ATAC31810	ES	1.29418	1.21698
ATAC31811	ES	1.23103	0.874745
ATAC31812	ES	1.00305	1.35779
ATAC31813	ES	4.39732	4.99315
ATAC31816	ES	0.893731	0.728008
ATAC31817	ES	1.03285	0.787747
ATAC31818	ES	0.775749	0.885639
ATAC31819	ES	1.0455	0.907339
ATAC31820	ES	2.18375	2.35789
ATAC31821	ES	1.07075	1.04283
ATAC31822	ES	0.695663	0.575968
ATAC31823	ES	0.957067	0.961721
ATAC31824	ES	1.37441	1.20619
ATAC31825	ES	2.39477	2.45033
ATAC31826	ES	1.84621	1.65126
ATAC31827	ES	1.88849	1.06477
ATAC31828	ES	1.11305	1.07039
ATAC31865	ES	3.35106	3.06086
ATAC31866	ES	1.53042	0.412964
ATAC31867	ES	5.19946	1.93053
ATAC31868	ES	1.57233	0.785101
ATAC31869	ES	0.763033	0.624731
ATAC533	ES	2.07855	2.63871
ATAC534	ES	3.56011	3.16547
ATAC535	ES	0.927473	0.554137
ATAC31971	ES	1.83575	1.45587
ATAC536	ES	3.05928	3.64538
ATAC31436	ES	0.699596	0.820238
ATAC31972	ES	3.1239	3.12395
ATAC31973	ES	2.5592	0.771578
ATAC31437	ES	1.30689	1.33627
ATAC537	ES	1.96873	0.776913
ATAC31438	ES	3.6219	3.19281
ATAC538	ES	2.67717	2.7818
ATAC31439	ES	1.48827	0.527041
ATAC31440	ES	2.33567	2.4178
ATAC31441	ES	1.11815	0.94654
ATAC31992	ES	0.889426	0.966883
ATAC31993	ES	1.77491	0.760651
ATAC31994	ES	0.847379	0.771462
ATAC31995	ES	2.79104	2.87783
ATAC31996	ES	2.2303	1.66805
ATAC31997	ES	2.67268	0.798423
ATAC31998	ES	0.978072	0.804052
ATAC31999	ES	2.29308	1.84014
ATAC32031	ES	1.82139	1.70065
ATAC32032	ES	2.42824	2.24924
ATAC32033	ES	0.725164	0.722509
ATAC32034	ES	0.994987	0.69544
ATAC32035	ES	3.18561	3.13842
ATAC32036	ES	1.3406	0.999635
ATAC32037	ES	1.33311	0.901917
ATAC32040	ES	1.91393	1.87954
ATAC32041	ES	5.398	2.45583
ATAC32042	ES	1.80026	1.56501
ATAC32043	ES	1.82098	1.59718
ATAC32044	ES	1.55969	0.733348
ATAC32078	ES	2.07006	2.26017
ATAC32079	ES	2.53785	3.31402
ATAC32080	ES	2.31743	2.24764
ATAC32097	ES	1.88862	1.14902
ATAC32098	ES	2.61383	2.0264
ATAC32099	ES	0.830328	0.559456
ATAC32100	ES	0.741686	0.467112
ATAC32104	ES	1.34478	1.35266
ATAC32105	ES	0.859842	0.38032
ATAC32106	ES	2.38476	0.650194
ATAC32107	ES	2.88808	3.38499
ATAC32108	ES	1.307	0.396609
ATAC32113	ES	0.695633	0.543276
ATAC32114	ES	1.2909	0.95407
ATAC32115	ES	0.77994	0.717125
ATAC32116	ES	1.14257	1.03784
ATAC32117	ES	1.06669	0.827635
ATAC32118	ES	4.35062	4.17787
ATAC32146	ES	4.34083	3.95338
ATAC32147	ES	1.54305	0.673691
ATAC32148	ES	1.08774	0.690002
ATAC32149	ES	4.06598	0.679146
ATAC32150	ES	0.885257	0.592072
ATAC32151	ES	1.53246	1.43436
ATAC32152	ES	1.5431	1.1763
ATAC32153	ES	1.47555	1.07935
ATAC32154	ES	1.13405	0.934554
ATAC31469	ES	0.868493	0.565085
ATAC31470	ES	3.65495	2.97712
ATAC31471	ES	0.851548	0.863765
ATAC31472	ES	3.08586	1.54301
ATAC31473	ES	2.16558	1.92596
ATAC31474	ES	0.910385	0.640988
ATAC32297	ES	1.32808	1.706
ATAC32298	ES	0.704091	0.44013
ATAC32306	ES	1.82968	1.93952
ATAC32307	ES	0.960903	0.678885
ATAC32308	ES	1.78527	0.793153
ATAC32309	ES	0.792625	0.755289
ATAC32310	ES	1.37438	2.25493
ATAC32311	ES	0.779923	0.651958
ATAC32312	ES	1.13402	1.36905
ATAC32329	ES	0.653302	0.624633
ATAC32330	ES	0.830205	0.906861
ATAC32331	ES	1.43016	1.17753
ATAC32332	ES	1.08775	0.521554
ATAC32333	ES	1.0371	1.1627
ATAC32334	ES	1.95196	2.37424
ATAC32345	ES	1.2332	1.47776
ATAC32346	ES	0.792437	0.874674
ATAC32347	ES	0.822144	0.831382
ATAC32348	ES	2.93222	3.65644
ATAC32349	ES	0.699824	0.543303
ATAC32350	ES	1.64	1.54813
ATAC32351	ES	1.31435	0.749764
ATAC32352	ES	1.79177	2.27645
ATAC32353	ES	1.18408	1.35752
ATAC32354	ES	1.07448	1.31934
ATAC32355	ES	1.0749	1.34158
ATAC32371	ES	1.03717	1.14114
ATAC32372	ES	1.36168	1.66779
ATAC32373	ES	1.37838	1.90653
ATAC32374	ES	0.969619	1.4235
ATAC32375	ES	2.24276	3.15633
ATAC32376	ES	0.889371	0.977717
ATAC32377	ES	1.45029	2.00486
ATAC32378	ES	0.796835	1.04316
ATAC32379	ES	1.58937	1.72218
ATAC32380	ES	1.58527	2.15151
ATAC32381	ES	0.978089	1.28755
ATAC32382	ES	1.32932	1.49028
ATAC32383	ES	1.38276	1.72759
ATAC32384	ES	0.708282	0.668296
ATAC32385	ES	0.986516	0.972561
ATAC32386	ES	1.12148	1.31473
ATAC32387	ES	0.978063	1.0486
ATAC32388	ES	1.49244	1.89077
ATAC32389	ES	2.28722	3.44445
ATAC32390	ES	1.7325	2.05898
ATAC32391	ES	1.49658	2.0127
ATAC32392	ES	1.0411	1.36064
ATAC32393	ES	0.918632	1.059
ATAC32394	ES	1.62745	1.89624
ATAC32396	ES	0.741927	0.87996
ATAC32397	ES	1.10461	1.63559
ATAC32398	ES	1.12885	1.13006
ATAC32399	ES	1.25635	1.65173
ATAC32400	ES	0.931618	1.0595
ATAC32401	ES	1.24792	1.13004
ATAC32402	ES	0.969302	0.863699
ATAC32403	ES	0.897867	1.12447
ATAC32404	ES	0.935924	0.893735
ATAC32405	ES	1.26886	1.45614
ATAC32406	ES	0.881057	0.972583
ATAC32407	ES	0.746151	0.755028
ATAC32408	ES	0.897976	0.934467
ATAC32414	ES	1.31544	1.77118
ATAC32415	ES	0.868459	1.5376
ATAC32416	ES	0.708303	1.06502
ATAC32417	ES	2.04749	2.51175
ATAC32418	ES	1.00339	1.42339
ATAC32419	ES	1.25005	1.32572
ATAC32420	ES	0.914723	1.03756
ATAC32421	ES	1.07088	1.43981
ATAC32422	ES	1.37306	1.76759
ATAC32440	ES	1.51781	2.16789
ATAC32441	ES	0.716415	0.668231
ATAC32442	ES	1.72222	1.65174
ATAC32443	ES	1.83401	2.38527
ATAC32444	ES	1.42693	2.40915
ATAC32445	ES	0.86843	1.10812
ATAC32446	ES	2.0904	2.61789
ATAC32447	ES	1.43745	2.00445
ATAC32448	ES	0.792534	1.23878
ATAC32449	ES	2.20502	2.8253
ATAC32450	ES	0.767279	1.00511
ATAC32451	ES	0.767312	0.956163
ATAC32452	ES	1.0624	1.45069
ATAC32453	ES	0.674539	0.847568
ATAC32454	ES	0.695612	1.04309
ATAC32455	ES	1.65271	2.21145
ATAC32456	ES	1.72016	2.28721
ATAC32457	ES	0.830146	1.29794
ATAC32458	ES	0.834725	1.20064
ATAC32459	ES	0.847172	0.977733
ATAC32460	ES	0.822136	1.41261
ATAC32461	ES	0.652403	0.51473
ATAC32462	ES	0.88678	1.12107
ATAC32463	ES	1.26427	1.14054
ATAC32464	ES	0.822115	1.22795
ATAC32465	ES	1.5765	1.56975
ATAC32466	ES	0.674523	0.662988
ATAC32467	ES	1.87199	2.54808
ATAC32472	ES	1.28077	1.71562
ATAC32473	ES	0.872751	1.35296
ATAC32474	ES	0.910667	0.79869
ATAC32475	ES	1.27536	1.5186
ATAC32476	ES	0.99077	0.619325
ATAC32477	ES	0.775716	0.505232
ATAC32478	ES	0.691404	0.668236
ATAC32479	ES	0.906317	0.928877
ATAC32480	ES	1.40378	1.45606
ATAC32481	ES	1.56964	1.72027
ATAC32482	ES	0.919116	1.70775
ATAC32483	ES	1.38243	1.98818
ATAC32484	ES	0.712447	1.05945
ATAC32485	ES	1.82128	2.05897
ATAC32486	ES	1.47137	1.93963
ATAC32487	ES	0.908585	0.95358
ATAC32488	ES	0.889549	1.34752
ATAC32489	ES	1.20157	1.39638
ATAC32490	ES	1.12564	1.71675
ATAC32491	ES	1.00767	0.907301
ATAC32492	ES	1.23306	0.975347
ATAC32493	ES	1.89621	2.78572
ATAC32494	ES	2.26093	2.83919
ATAC31481	ES	1.31482	0.760178
ATAC32500	ES	0.923307	1.25502
ATAC32501	ES	0.902243	0.988844
ATAC31482	ES	1.53045	1.33108
ATAC31483	ES	1.67797	2.0049
ATAC32505	ES	1.56836	1.83645
ATAC32506	ES	2.31469	3.11332
ATAC32507	ES	1.99317	2.0362
ATAC32508	ES	2.07435	2.30915
ATAC32509	ES	1.04982	0.988827
ATAC32510	ES	1.39556	1.956
ATAC32511	ES	1.49253	0.836587
ATAC32512	ES	1.02867	0.804014
ATAC32513	ES	1.61901	2.66772
ATAC32514	ES	2.85786	3.80247
ATAC32515	ES	0.940189	1.07582
ATAC32516	ES	1.49614	1.75431
ATAC32517	ES	1.31087	1.46653
ATAC32518	ES	1.366	1.51594
ATAC32519	ES	0.729106	0.603216
ATAC32520	ES	2.01317	2.87412
ATAC32521	ES	0.973936	0.554099
ATAC32522	ES	1.92255	2.16779
ATAC32524	ES	0.99917	1.38008
ATAC32525	ES	2.34415	3.10784
ATAC32526	ES	0.771377	0.890882
ATAC32527	ES	0.750457	0.668253
ATAC32528	ES	0.779822	0.815
ATAC32529	ES	0.940202	1.07576
ATAC32530	ES	0.746248	0.586763
ATAC32531	ES	1.66929	1.6811
ATAC32532	ES	0.661912	0.690051
ATAC32533	ES	0.691333	0.814979
ATAC32534	ES	0.864138	0.988746
ATAC32543	ES	0.893739	1.32017
ATAC32544	ES	1.49236	1.73574
ATAC32545	ES	1.09604	0.771431
ATAC32546	ES	1.09618	1.21166
ATAC32547	ES	1.06668	1.25518
ATAC32548	ES	1.57682	2.17868
ATAC32549	ES	0.948601	1.0431
ATAC32550	ES	1.50518	2.21128
ATAC32551	ES	0.788338	0.825748
ATAC32552	ES	1.54088	2.27884
ATAC32553	ES	2.44286	2.1268
ATAC32554	ES	0.834615	0.662934
ATAC32555	ES	1.22249	1.21143
ATAC32556	ES	1.23944	1.54843
ATAC32557	ES	1.14673	1.26589
ATAC32558	ES	1.86353	2.28202
ATAC32559	ES	1.01554	1.65617
ATAC32560	ES	0.678739	0.782275
ATAC576	ES	1.3955	1.65149
ATAC577	ES	0.860036	0.89099
ATAC32567	ES	1.52553	1.83004
ATAC32568	ES	1.30271	1.03769
ATAC32569	ES	1.87391	2.50994
ATAC32570	ES	0.67667	0.63708
ATAC578	ES	1.85917	1.69513
ATAC32571	ES	1.57676	2.04987
ATAC32572	ES	0.83478	0.907366
ATAC579	ES	1.29004	1.37466
ATAC32582	ES	1.52622	2.21686
ATAC32583	ES	0.889544	0.651996
ATAC32584	ES	0.990522	0.874674
ATAC32585	ES	0.817928	1.14622
ATAC32586	ES	0.666154	0.662863
ATAC32599	ES	1.51759	2.14594
ATAC32610	ES	1.88033	2.11335
ATAC32611	ES	0.906422	1.09745
ATAC32612	ES	1.0371	1.2224
ATAC32613	ES	1.7282	1.97443
ATAC32614	ES	1.57685	1.14091
ATAC32615	ES	1.22261	1.65705
ATAC32616	ES	0.74624	0.690105
ATAC32618	ES	1.16758	1.67844
ATAC32619	ES	1.16773	1.4885
ATAC32620	ES	0.809436	0.76597
ATAC32621	ES	2.46206	2.97166
ATAC31493	ES	1.01592	1.36354
ATAC31494	ES	0.926147	0.534321
ATAC31495	ES	1.67368	1.30381
ATAC31496	ES	1.05389	0.934413
ATAC32641	ES	4.52946	3.40306
ATAC32642	ES	1.25358	1.51759
ATAC32643	ES	2.70475	3.06183
ATAC32644	ES	2.82062	3.30344
ATAC32645	ES	1.23956	1.16275
ATAC32646	ES	2.67291	1.87984
ATAC32647	ES	1.10449	1.18431
ATAC32648	ES	3.2236	4.4514
ATAC32649	ES	1.02032	0.613968
ATAC32650	ES	1.90993	1.71155
ATAC32651	ES	1.42866	0.847258
ATAC32652	ES	0.847273	0.673593
ATAC32658	ES	0.931778	1.22241
ATAC32659	ES	1.19719	1.45566
ATAC32660	ES	0.796544	1.04292
ATAC32661	ES	2.65709	2.56183
ATAC32662	ES	2.24718	2.35794
ATAC32663	ES	1.21423	1.70593
ATAC32826	ES	0.957012	0.988708
ATAC32827	ES	2.31435	2.79726
ATAC595	ES	1.66942	1.47777
ATAC32828	ES	2.11231	2.08641
ATAC32829	ES	0.944367	0.461754
ATAC596	ES	1.24756	1.5533
ATAC597	ES	1.98159	1.00521
ATAC598	ES	0.754479	0.570355
ATAC599	ES	1.64429	0.815011
ATAC32839	ES	0.612717	0.493206
ATAC32840	ES	0.834729	0.646639
ATAC32841	ES	0.914858	0.575892
ATAC32842	ES	0.973919	0.673805
ATAC32843	ES	2.4724	2.27479
ATAC32844	ES	1.61055	1.83101
ATAC32845	ES	1.4409	1.62345
ATAC32846	ES	0.813695	0.776842
ATAC600	ES	2.13299	2.10232
ATAC32865	ES	1.26062	1.14644
ATAC32866	ES	1.12146	1.11918
ATAC32867	ES	1.69066	1.87444
ATAC32868	ES	0.741918	0.722602
ATAC32869	ES	2.31046	2.54825
ATAC32870	ES	1.14678	0.967073
ATAC32871	ES	1.83401	2.34729
ATAC32872	ES	0.747668	0.440113
ATAC32873	ES	1.74105	1.47226
ATAC32874	ES	1.31122	1.19535
ATAC32875	ES	1.66111	1.43448
ATAC32876	ES	0.876744	0.77681
ATAC32877	ES	0.999157	1.0594
ATAC32878	ES	1.7075	1.60282
ATAC32879	ES	0.830467	0.820281
ATAC32880	ES	0.763126	1.07606
ATAC32881	ES	1.45863	1.56468
ATAC32882	ES	1.02418	0.765823
ATAC32883	ES	1.29427	1.47776
ATAC32884	ES	1.45455	1.78741
ATAC32885	ES	2.00688	2.74378
ATAC32886	ES	1.32175	1.29861
ATAC32887	ES	1.64428	2.15155
ATAC32888	ES	0.847075	0.983096
ATAC32889	ES	2.2342	2.49888
ATAC32890	ES	1.34484	1.5811
